Date,Close,Weekly_Change(%)
2023-06-16,99.17,-0.24
2023-06-17,100.43,-0.17
2023-06-18,99.72,-0.96
2023-06-19,100.36,0.6
2023-06-20,101.22,0.34
2023-06-21,100.97,1.82
2023-06-22,101.87,1.43
2023-06-23,103.58,3.87
2023-06-24,103.16,2.79
2023-06-25,105.09,3.82
2023-06-26,104.58,3.58
2023-06-27,106.87,4.91
2023-06-28,108.66,4.9
2023-06-29,106.87,3.6
2023-06-30,109.29,4.0
2023-07-01,111.49,6.61
2023-07-02,112.05,4.85
2023-07-03,113.59,4.54
2023-07-04,113.9,6.58
2023-07-05,115.38,5.57
2023-07-06,116.07,4.11
2023-07-07,117.83,5.16
2023-07-08,117.81,3.72
2023-07-09,118.42,3.97
2023-07-10,118.29,2.52
2023-07-11,118.56,2.15
2023-07-12,118.83,0.85
2023-07-13,119.59,1.51
2023-07-14,119.05,0.53
2023-07-15,119.59,1.1
2023-07-16,120.9,1.97
2023-07-17,119.94,0.93
2023-07-18,118.97,-0.52
2023-07-19,120.05,0.84
2023-07-20,118.8,-0.66
2023-07-21,117.56,-2.76
2023-07-22,118.35,-1.33
2023-07-23,117.76,-1.02
2023-07-24,118.99,-0.88
2023-07-25,119.39,0.5
2023-07-26,120.79,2.75
2023-07-27,119.95,1.35
2023-07-28,119.72,1.66
2023-07-29,120.68,1.42
2023-07-30,118.54,-0.71
2023-07-31,120.48,-0.26
2023-08-01,120.92,0.81
2023-08-02,119.2,-0.43
2023-08-03,121.05,0.31
2023-08-04,120.23,1.43
2023-08-05,119.34,-0.95
2023-08-06,119.69,-1.02
2023-08-07,120.36,0.97
2023-08-08,118.14,-2.4
2023-08-09,117.43,-2.33
2023-08-10,116.04,-2.77
2023-08-11,114.82,-4.07
2023-08-12,115.08,-4.39
2023-08-13,112.78,-4.54
2023-08-14,112.42,-4.27
2023-08-15,110.95,-4.39
2023-08-16,110.63,-3.65
2023-08-17,109.52,-4.83
2023-08-18,109.12,-3.25
2023-08-19,107.1,-4.73
2023-08-20,106.52,-3.99
2023-08-21,105.33,-4.79
2023-08-22,105.18,-3.96
2023-08-23,105.36,-3.45
2023-08-24,105.32,-1.66
2023-08-25,103.84,-2.52
2023-08-26,105.07,-0.25
2023-08-27,105.4,0.21
2023-08-28,104.74,-0.59
2023-08-29,105.93,0.58
2023-08-30,104.09,0.24
2023-08-31,103.9,-1.11
2023-09-01,103.68,-1.63
2023-09-02,106.31,1.5
2023-09-03,105.84,-0.08
2023-09-04,105.43,1.29
2023-09-05,105.78,1.81
2023-09-06,104.78,1.06
2023-09-07,107.47,1.09
2023-09-08,105.72,-0.11
2023-09-09,105.66,0.22
2023-09-10,106.06,0.26
2023-09-11,105.8,0.97
2023-09-12,105.55,-1.79
2023-09-13,104.76,-0.91
2023-09-14,105.71,0.05
2023-09-15,106.84,0.74
2023-09-16,106.58,0.74
2023-09-17,106.99,1.36
2023-09-18,105.74,0.94
2023-09-19,105.82,0.1
2023-09-20,107.01,0.16
2023-09-21,107.81,1.15
2023-09-22,109.36,2.22
2023-09-23,108.14,2.27
2023-09-24,111.52,5.39
2023-09-25,111.3,4.01
2023-09-26,112.2,4.07
2023-09-27,112.91,3.25
2023-09-28,113.59,5.04
2023-09-29,116.62,4.57
2023-09-30,117.21,5.31
2023-10-01,117.29,4.54
2023-10-02,118.33,4.8
2023-10-03,120.01,5.65
2023-10-04,122.39,4.95
2023-10-05,121.71,3.84
2023-10-06,121.44,3.54
2023-10-07,122.93,3.89
2023-10-08,123.34,2.77
2023-10-09,121.85,-0.44
2023-10-10,124.06,1.93
2023-10-11,124.07,2.17
2023-10-12,124.83,1.55
2023-10-13,125.71,1.92
2023-10-14,125.13,2.69
2023-10-15,124.03,-0.02
2023-10-16,123.33,-0.6
2023-10-17,126.03,0.96
2023-10-18,124.09,-1.29
2023-10-19,124.04,-0.87
2023-10-20,124.03,0.0
2023-10-21,124.25,0.75
2023-10-22,124.09,-1.54
2023-10-23,123.89,-0.16
2023-10-24,124.07,0.02
2023-10-25,124.63,0.48
2023-10-26,124.42,0.14
2023-10-27,124.47,0.31
2023-10-28,125.22,1.07
2023-10-29,125.05,0.79
2023-10-30,126.41,1.43
2023-10-31,123.27,-0.92
2023-11-01,125.95,1.19
2023-11-02,125.85,0.5
2023-11-03,123.04,-1.61
2023-11-04,123.9,-1.99
2023-11-05,123.33,0.05
2023-11-06,121.89,-3.22
2023-11-07,121.6,-3.38
2023-11-08,120.5,-2.06
2023-11-09,121.71,-1.77
2023-11-10,120.1,-2.62
2023-11-11,119.32,-2.11
2023-11-12,117.85,-3.08
2023-11-13,115.4,-4.23
2023-11-14,114.82,-5.66
2023-11-15,114.58,-4.6
2023-11-16,112.37,-5.82
2023-11-17,112.96,-4.15
2023-11-18,111.49,-3.39
2023-11-19,110.73,-3.56
2023-11-20,110.99,-3.13
2023-11-21,110.36,-1.79
2023-11-22,109.43,-3.12
2023-11-23,110.35,-1.02
2023-11-24,108.55,-1.97
2023-11-25,109.79,-1.08
2023-11-26,109.82,-0.49
2023-11-27,109.24,-0.17
2023-11-28,109.86,-0.44
2023-11-29,108.85,0.28
2023-11-30,110.65,0.78
2023-12-01,110.0,0.16
2023-12-02,109.9,0.6
2023-12-03,111.21,1.23
2023-12-04,109.98,1.04
2023-12-05,109.51,-1.03
2023-12-06,109.42,-0.53
2023-12-07,111.02,1.02
2023-12-08,109.56,-1.48
2023-12-09,111.77,1.63
2023-12-10,108.83,-0.62
2023-12-11,111.6,1.99
2023-12-12,110.45,-0.51
2023-12-13,110.23,0.61
2023-12-14,109.96,-1.62
2023-12-15,110.81,1.82
2023-12-16,110.71,-0.8
2023-12-17,111.9,1.31
2023-12-18,111.59,1.23
2023-12-19,112.17,2.01
2023-12-20,112.44,1.47
2023-12-21,113.44,2.47
2023-12-22,114.58,2.39
2023-12-23,114.04,2.2
2023-12-24,115.35,2.83
2023-12-25,118.02,4.96
2023-12-26,118.74,4.67
2023-12-27,119.64,4.42
2023-12-28,120.96,6.07
2023-12-29,122.36,6.08
2023-12-30,122.79,4.04
2023-12-31,123.66,4.14
